City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Puga,MX,2021-11-28 01-05-42,21.5833,-104.8167,68.07,82,90,0.0
295,Olinda,BR,2021-11-28 01-05-43,-8.0089,-34.8553,82.13,74,40,9.22
296,Tweed,CA,2021-11-28 01-05-43,44.4751,-77.3162,22.84,46,15,4.21
297,Ostersund,SE,2021-11-28 01-01-17,63.1792,14.6357,14.45,92,90,5.75
298,Chaman,PK,2021-11-28 01-05-43,30.9236,66.4512,43.02,38,1,2.1
299,Huangnihe,CN,2021-11-28 01-05-44,43.5583,128.0239,27.93,67,21,1.77
300,Pucallpa,PE,2021-11-28 01-05-44,-8.3791,-74.5539,86.04,70,40,2.3
301,Sulangan,PH,2021-11-28 00-56-26,11.1373,123.7228,82.33,80,100,11.07
302,Sterling,US,2021-11-28 01-03-13,39.0062,-77.4286,41.79,54,90,3.44
303,Waingapu,ID,2021-11-28 01-05-45,-9.6567,120.2641,81.03,81,100,3.51
304,Kalabo,ZM,2021-11-28 01-05-45,-14.97,22.6814,66.9,88,84,5.86
305,Brive-La-Gaillarde,FR,2021-11-28 01-05-45,45.25,1.5,37.2,96,100,6.62
306,Dosso,NE,2021-11-28 01-05-46,13.049,3.1937,76.75,14,100,8.86
307,Tevaitoa,PF,2021-11-28 01-05-46,-16.7833,-151.5,81.01,74,16,18.25
308,Bagepalli,IN,2021-11-28 01-05-46,13.7847,77.7931,68.34,92,100,6.71
309,Tucuman,AR,2021-11-28 01-05-47,-26.8241,-65.2226,74.61,81,98,4.0
310,Namibe,AO,2021-11-28 00-57-51,-15.1961,12.1522,67.73,74,100,6.62
311,Myronivka,UA,2021-11-28 01-05-47,49.6601,30.9823,40.87,87,6,0.69
312,Leninskoye,KZ,2021-11-28 01-05-48,41.7589,69.3864,28.33,26,7,3.02
313,Bandarbeyla,SO,2021-11-28 01-05-48,9.4942,50.8122,78.1,80,81,14.94
314,Caracollo,PE,2021-11-28 01-05-49,-14.9165,-70.6603,45.52,79,100,2.46
315,Port Hedland,AU,2021-11-28 01-03-20,-20.3167,118.5667,98.65,12,7,28.77
316,Walvis Bay,NA,2021-11-28 00-56-37,-22.9575,14.5053,52.75,93,4,5.75
317,Moose Factory,CA,2021-11-28 01-05-49,51.2585,-80.6094,7.45,98,62,2.59
318,Coxim,BR,2021-11-28 01-04-43,-18.5067,-54.76,82.04,67,78,4.12
319,Bathsheba,BB,2021-11-28 01-05-50,13.2167,-59.5167,81.21,78,40,14.97
320,Alofi,NU,2021-11-28 01-02-50,-19.0595,-169.9187,80.69,75,96,10.42
321,Namatanai,PG,2021-11-28 01-05-21,-3.6667,152.4333,84.56,68,95,2.59
322,Clovis,US,2021-11-28 01-06-50,36.8252,-119.7029,62.49,45,20,0.0
323,Omsukchan,RU,2021-11-28 01-06-51,62.5333,155.8,-16.69,97,69,4.16
324,Caravelas,BR,2021-11-28 01-06-51,-17.7125,-39.2481,72.81,92,100,6.53
325,Limbang,MY,2021-11-28 01-06-51,4.75,115.0,80.71,90,99,1.72
326,Kermanshah,IR,2021-11-28 01-06-52,34.3142,47.065,45.18,59,100,1.28
327,Port-Gentil,GA,2021-11-28 01-06-52,-0.7193,8.7815,77.76,86,100,7.2
328,Tanout,NE,2021-11-28 01-06-52,14.9709,8.8879,73.54,16,35,11.16
329,Calatagan,PH,2021-11-28 01-06-53,13.8833,120.65,81.79,78,90,13.51
330,Shelburne,CA,2021-11-28 01-05-57,44.0787,-80.2041,23.99,90,100,1.92
331,Coolum Beach,AU,2021-11-28 01-06-53,-26.5333,153.1,75.07,80,80,15.08
332,Inhambane,MZ,2021-11-28 01-06-54,-23.865,35.3833,67.69,69,1,8.25
333,Davila,PH,2021-11-28 01-06-54,18.4726,120.5763,82.69,73,78,17.22
334,Saint-Leu,RE,2021-11-28 01-06-54,-21.15,55.2833,76.06,85,78,3.11
335,San Juan,AR,2021-11-28 01-06-55,-31.5375,-68.5364,67.55,59,2,26.17
336,Weligama,LK,2021-11-28 01-06-55,5.9667,80.4167,75.76,90,88,4.0
337,Dordrecht,NL,2021-11-28 01-03-19,51.81,4.6736,39.22,89,100,2.08
338,Luderitz,NA,2021-11-28 01-06-56,-26.6481,15.1594,59.27,86,6,3.83
339,Granville,AU,2021-11-28 01-03-16,-33.8333,151.0167,64.51,63,75,19.57
340,Saint-Pierre,RE,2021-11-28 01-06-56,-21.3393,55.4781,76.68,78,90,4.61
341,Tres Lagoas,BR,2021-11-28 01-06-56,-20.7511,-51.6783,76.93,51,0,7.11
342,Witu,KE,2021-11-28 01-06-57,-2.3889,40.4382,75.36,89,100,4.16
343,Oranjemund,NA,2021-11-28 01-03-28,-28.55,16.4333,61.14,89,98,5.21
344,Mayumba,GA,2021-11-28 01-06-57,-3.432,10.6554,75.65,88,100,2.77
345,Newberg,US,2021-11-28 01-06-58,45.3001,-122.9732,62.71,91,90,16.11
346,Xinzhi,CN,2021-11-28 01-05-09,36.4989,111.7047,44.31,54,12,1.39
347,Road Town,VG,2021-11-28 01-06-58,18.4167,-64.6167,80.69,83,20,9.22
348,Ongandjera,NA,2021-11-28 01-03-22,-17.8833,15.0667,77.92,20,95,8.9
349,Hoi An,VN,2021-11-28 01-06-59,15.8794,108.335,73.36,92,100,21.25
350,Hearst,CA,2021-11-28 01-06-59,49.6835,-83.6665,14.74,84,94,3.91
351,Belmonte,BR,2021-11-28 01-06-59,-15.8631,-38.8828,70.3,91,100,0.89
352,Chumikan,RU,2021-11-28 01-07-00,54.7183,135.315,18.45,92,100,10.85
353,Blyznyuky,UA,2021-11-28 01-07-00,48.8578,36.5551,44.76,95,96,11.52
354,Yasnogorsk,RU,2021-11-28 01-07-00,54.4803,37.6975,36.95,98,100,13.94
355,Hoquiam,US,2021-11-28 01-07-01,46.9809,-123.8893,55.38,94,90,23.02
356,Vao,NC,2021-11-28 01-07-01,-22.6667,167.4833,74.93,86,100,20.22
357,Bilma,NE,2021-11-28 01-06-44,18.6853,12.9164,72.9,19,7,6.67
358,Katherine,AU,2021-11-28 01-07-02,-14.4667,132.2667,89.92,45,5,3.44
359,Paslek,PL,2021-11-28 01-07-02,54.0616,19.6593,32.85,90,92,6.49
360,Assen,NL,2021-11-28 01-07-02,52.9967,6.5625,40.86,100,90,3.44
361,Khatanga,RU,2021-11-28 01-04-35,71.9667,102.5,-8.36,93,100,13.15
362,Waw,SS,2021-11-28 01-07-03,7.7029,27.9953,77.07,31,9,2.37
363,Bambanglipuro,ID,2021-11-28 01-07-03,-7.95,110.2833,76.82,88,100,4.54
364,Meshchovsk,RU,2021-11-28 01-07-03,54.3244,35.2808,37.17,87,61,13.09
365,San Nicolas,PH,2021-11-28 01-07-04,18.1725,120.5953,83.97,65,86,6.71
366,Isangel,VU,2021-11-28 01-07-04,-19.55,169.2667,86.11,70,75,11.5
367,Sola,VU,2021-11-28 01-07-05,-13.8833,167.55,81.68,72,14,8.75
368,Talnakh,RU,2021-11-28 01-07-05,69.4865,88.3972,-0.98,97,100,7.85
369,Papetoai,PF,2021-11-28 01-07-05,-17.4961,-149.8729,83.79,74,8,16.62
370,Yulara,AU,2021-11-28 01-04-46,-25.2406,130.9889,76.84,23,0,12.66
371,Cabo San Lucas,MX,2021-11-28 01-06-31,22.8909,-109.9124,72.7,88,90,3.44
372,Ilulissat,GL,2021-11-28 01-08-06,69.2167,-51.1,23.02,63,100,13.8
373,Chase,CA,2021-11-28 01-08-06,50.8165,-119.6857,36.21,97,100,3.74
374,Belozerskoye,RU,2021-11-28 01-08-07,55.8214,65.5842,18.68,93,45,8.59
375,Soyo,AO,2021-11-28 01-04-15,-6.1349,12.3689,76.33,89,86,3.04
376,Bocaiuva,BR,2021-11-28 01-08-07,-17.1078,-43.815,66.7,97,100,4.16
377,Port Blair,IN,2021-11-28 01-08-08,11.6667,92.75,81.86,74,26,13.98
378,Saldanha,ZA,2021-11-28 01-08-08,-33.0117,17.9442,62.6,95,96,13.49
379,Sakakah,SA,2021-11-28 01-08-09,29.9697,40.2064,56.75,49,9,4.52
380,Barcelos,PT,2021-11-28 01-08-09,41.5388,-8.6151,39.34,84,7,5.79
381,Tatarbunary,UA,2021-11-28 01-08-09,45.8373,29.6142,47.93,81,5,4.07
382,Itoman,JP,2021-11-28 01-08-10,26.1247,127.6694,71.98,56,75,18.41
383,La Ronge,CA,2021-11-28 01-08-10,55.1001,-105.2842,16.3,92,44,5.91
384,Beringovskiy,RU,2021-11-28 01-08-10,63.05,179.3167,4.01,96,98,6.67
385,Pizarro,CO,2021-11-28 01-08-11,4.9533,-77.366,75.06,91,76,2.24
386,San Vicente,AR,2021-11-28 01-08-11,-26.6167,-54.1333,63.25,87,0,2.71
387,Carutapera,BR,2021-11-28 01-08-12,-1.195,-46.02,78.84,82,6,6.06
388,Grafton,US,2021-11-28 01-08-12,42.207,-71.6856,30.47,54,1,9.22
389,Ikeda,JP,2021-11-28 01-08-12,34.8221,135.4298,51.51,46,1,11.36
390,Christchurch,NZ,2021-11-28 01-03-22,-43.5333,172.6333,55.6,94,90,13.8
391,Dubbo,AU,2021-11-28 01-08-13,-32.25,148.6167,68.13,60,90,19.57
392,Bull Savanna,JM,2021-11-28 01-07-25,17.8868,-77.5902,74.55,78,80,2.84
393,Mmathubudukwane,BW,2021-11-28 01-08-14,-24.6,26.4333,61.56,73,53,10.31
394,Umm Lajj,SA,2021-11-28 01-08-14,25.0213,37.2685,78.82,52,0,9.6
395,Morena,IN,2021-11-28 01-08-14,26.4969,78.0,60.53,56,0,5.73
396,Aracuai,BR,2021-11-28 01-08-15,-16.8497,-42.0703,68.13,99,100,4.25
397,Lata,PT,2021-11-28 01-08-15,40.1629,-8.3327,41.0,76,23,3.83
398,Antalaha,MG,2021-11-28 01-08-16,-14.9003,50.2788,74.62,85,81,2.3
399,Marsabit,KE,2021-11-28 01-08-16,2.3284,37.9899,65.91,75,92,4.23
400,Necochea,AR,2021-11-28 01-08-17,-38.5473,-58.7368,59.31,95,100,12.75
401,Rabo De Peixe,PT,2021-11-28 01-08-17,37.8,-25.5833,58.51,72,75,5.75
402,Bardiyah,LY,2021-11-28 01-08-17,31.7561,25.0865,69.69,51,10,16.15
403,Gravdal,NO,2021-11-28 01-08-18,68.1214,13.5031,30.13,81,88,21.07
404,San Carlos De Bariloche,AR,2021-11-28 01-07-27,-41.1456,-71.3082,49.75,53,0,20.71
405,Sanlucar La Mayor,ES,2021-11-28 01-08-18,37.3871,-6.2011,45.01,50,0,11.79
406,La Libertad,EC,2021-11-28 01-08-19,-2.2333,-80.9,70.86,82,93,7.81
407,Iguai,BR,2021-11-28 01-08-19,-14.7564,-40.0892,69.69,98,100,5.37
408,Montepuez,MZ,2021-11-28 01-08-20,-13.1256,38.9997,67.64,69,92,7.14
409,Grindavik,IS,2021-11-28 01-08-20,63.8424,-22.4338,36.07,100,75,1.14
410,Ballina,AU,2021-11-28 01-08-20,-28.8667,153.5667,73.58,86,100,14.0
411,Chuy,UY,2021-11-28 01-06-53,-33.6971,-53.4616,67.03,86,100,8.81
412,Tongchuan,CN,2021-11-28 01-08-21,35.0806,109.0897,41.18,61,8,1.01
413,Paveh,IR,2021-11-28 01-08-21,35.0434,46.3565,43.41,55,100,1.45
414,Gardez,AF,2021-11-28 01-08-22,33.5974,69.2259,31.35,73,6,2.95
415,Saint-Augustin,CA,2021-11-28 01-09-22,51.226,-58.6502,43.59,80,17,14.99
416,Bubaque,GW,2021-11-28 01-09-22,11.2833,-15.8333,82.71,70,71,12.8
417,Puerto Escondido,MX,2021-11-28 01-09-23,15.85,-97.0667,83.23,69,20,0.0
418,Nouadhibou,MR,2021-11-28 01-09-23,20.931,-17.0347,67.66,61,1,22.32
419,Rio Grande,BR,2021-11-28 01-09-23,-32.035,-52.0986,68.4,90,95,9.48
420,Westport,US,2021-11-28 01-05-43,41.1415,-73.3579,37.15,51,1,4.61
421,Alta Floresta,BR,2021-11-28 01-09-24,-9.8756,-56.0861,72.36,96,97,3.27
422,Gayny,RU,2021-11-28 01-09-24,60.3071,54.3241,28.69,87,100,10.51
423,Beisfjord,NO,2021-11-28 01-09-25,68.3751,17.5988,17.65,79,2,8.59
424,Jatiroto,ID,2021-11-28 01-09-25,-7.8833,111.1167,74.68,92,100,3.87
425,Ojiya,JP,2021-11-28 01-09-25,37.3,138.8,46.53,70,91,6.35
426,South Venice,US,2021-11-28 01-09-26,27.0531,-82.4243,60.82,63,1,4.61
427,Saint-Georges,GD,2021-11-28 01-09-26,12.0564,-61.7485,79.52,84,32,10.63
428,Chicama,PE,2021-11-28 01-09-26,-7.8447,-79.1469,67.5,78,94,6.2
429,Sarakhs,IR,2021-11-28 01-09-27,36.5449,61.1577,46.87,44,8,4.59
430,Tiznit,MA,2021-11-28 01-09-27,29.5833,-9.5,50.9,75,0,11.88
431,Nago,JP,2021-11-28 01-09-27,26.5881,127.9761,72.03,56,100,21.41
432,Motala,SE,2021-11-28 01-09-28,58.5371,15.0365,31.77,69,100,14.67
433,Casablanca,MA,2021-11-28 01-09-28,33.5928,-7.6192,53.82,67,100,13.6
434,Umm Kaddadah,SD,2021-11-28 01-09-29,13.6017,26.6876,72.91,18,3,17.6
435,Rodrigues Alves,BR,2021-11-28 01-09-29,-7.738,-72.6509,74.82,92,100,1.19
436,Souillac,MU,2021-11-28 01-09-30,-20.5167,57.5167,71.98,88,20,5.75
437,San Isidro,PE,2021-11-28 01-09-30,-12.1167,-77.05,65.79,77,20,12.66
438,Nantucket,US,2021-11-28 01-06-31,41.2835,-70.0995,37.51,52,1,16.11
439,Fairbanks,US,2021-11-28 01-06-12,64.8378,-147.7164,-13.04,70,90,0.0
440,Inuvik,CA,2021-11-28 01-09-31,68.3499,-133.7218,-8.64,95,100,17.07
441,Reyes,BO,2021-11-28 01-09-31,-14.3167,-67.3833,78.87,74,100,5.77
442,Sao Francisco,BR,2021-11-28 01-09-31,-15.9486,-44.8644,69.58,97,98,4.29
443,Vanimo,PG,2021-11-28 01-09-32,-2.6741,141.3028,79.54,80,99,4.85
444,Lorengau,PG,2021-11-28 01-09-32,-2.0226,147.2712,85.33,66,100,4.03
445,Uyuni,BO,2021-11-28 01-05-24,-20.4597,-66.825,56.25,46,96,20.18
446,Tartagal,AR,2021-11-28 01-09-33,-22.5164,-63.8013,74.07,86,100,4.03
447,Emerald,AU,2021-11-28 01-09-33,-23.5333,148.1667,88.56,46,10,11.61
448,Tiarei,PF,2021-11-28 01-09-33,-17.5333,-149.3333,84.22,76,17,16.17
449,Comodoro Rivadavia,AR,2021-11-28 01-07-51,-45.8667,-67.5,58.86,36,0,9.22
450,Kolosovka,RU,2021-11-28 01-09-34,56.4678,73.611,20.01,93,99,12.19
451,Zhanaozen,KZ,2021-11-28 01-09-34,43.3,52.8,35.11,31,2,10.76
452,Bataszek,HU,2021-11-28 01-09-35,46.1937,18.7231,44.01,94,100,4.25
453,Tooele,US,2021-11-28 01-07-41,40.5308,-112.2983,37.47,86,1,0.0
454,Tezu,IN,2021-11-28 01-09-35,27.9167,96.1667,61.27,52,1,3.58
455,Campbeltown,GB,2021-11-28 01-09-36,55.4258,-5.6076,33.85,69,100,10.65
456,Toppenish,US,2021-11-28 01-09-36,46.3774,-120.3087,48.81,85,100,3.11
457,Mandalgovi,MN,2021-11-28 01-09-36,45.7625,106.2708,13.28,71,99,18.75
458,Buala,SB,2021-11-28 01-09-37,-8.145,159.5921,86.38,66,25,5.7
459,Otane,NZ,2021-11-28 01-09-37,-39.8833,176.6333,71.71,52,100,3.36
460,Saint-Francois,FR,2021-11-28 01-09-23,46.4154,3.9054,35.04,93,90,8.05
461,Voh,NC,2021-11-28 01-10-38,-20.9667,164.7,87.4,55,80,6.62
462,Crestview,US,2021-11-28 01-09-18,30.7621,-86.5705,54.99,77,1,0.0
463,Yangjiang,CN,2021-11-28 01-10-38,21.85,111.9667,66.92,50,100,6.89
464,Hervey Bay,AU,2021-11-28 01-10-39,-25.2986,152.8535,80.71,83,57,15.88
465,Steamboat Springs,US,2021-11-28 01-05-54,40.485,-106.8317,38.91,57,40,3.44
466,Fortuna,US,2021-11-28 01-10-39,40.5982,-124.1573,58.12,100,1,0.0
467,Byron Bay,AU,2021-11-28 01-10-39,-28.65,153.6167,75.15,87,95,12.37
468,Krasnoselkup,RU,2021-11-28 01-10-40,65.7,82.4667,5.9,95,100,9.69
469,Puerto Colombia,CO,2021-11-28 01-10-40,10.9878,-74.9547,80.69,83,33,15.28
470,Bridgetown,BB,2021-11-28 01-06-02,13.1,-59.6167,81.09,78,40,14.97
471,Sidi Ali,DZ,2021-11-28 01-10-41,36.0998,0.4206,50.99,54,100,20.0
472,Yakeshi,CN,2021-11-28 01-10-41,49.2833,120.7333,11.32,92,100,4.09
473,Baykit,RU,2021-11-28 01-10-41,61.67,96.37,-1.16,100,100,1.79
474,Aksha,RU,2021-11-28 01-10-42,50.2814,113.2867,16.09,66,100,13.04
475,Vostok,RU,2021-11-28 01-08-30,46.4856,135.8833,19.53,81,17,3.2
476,Keningau,MY,2021-11-28 01-10-42,5.3378,116.1602,81.05,90,98,0.02
477,Maungatapere,NZ,2021-11-28 01-10-43,-35.75,174.2,79.27,33,72,2.84
478,Te Anau,NZ,2021-11-28 01-10-43,-45.4167,167.7167,61.5,46,2,2.93
479,Khadyzhensk,RU,2021-11-28 01-10-43,44.4256,39.5319,54.99,74,100,5.88
480,Zhezkazgan,KZ,2021-11-28 01-10-44,47.8043,67.7144,16.09,83,20,9.69
481,Shenkursk,RU,2021-11-28 01-10-44,62.1091,42.896,19.17,95,100,9.26
482,Naranjal,EC,2021-11-28 01-10-44,-2.6667,-79.6167,76.8,87,99,3.24
483,Kakching,IN,2021-11-28 01-10-45,24.4833,93.9833,56.98,89,10,0.47
484,Morehead,US,2021-11-28 01-10-45,37.2711,-87.1764,44.31,65,1,0.0
485,Samoylovka,RU,2021-11-28 01-10-45,51.184,43.7081,36.79,95,100,14.65
486,Manzhouli,CN,2021-11-28 01-10-46,49.6,117.4333,14.79,92,100,4.65
487,Quelimane,MZ,2021-11-28 01-10-46,-17.8786,36.8883,69.75,88,20,2.3
488,Coihaique,CL,2021-11-28 01-10-47,-45.5752,-72.0662,51.75,50,75,8.05
489,Kutum,SD,2021-11-28 01-10-47,14.2,24.6667,62.51,23,0,7.81
490,La Rioja,ES,2021-11-28 01-10-44,42.25,-2.5,28.18,96,100,12.28
491,Ponta Do Sol,PT,2021-11-28 01-09-24,32.6667,-17.1,63.23,77,23,5.46
492,Nabire,ID,2021-11-28 01-10-48,-3.3667,135.4833,83.95,69,100,3.11
493,Baker City,US,2021-11-28 01-10-48,44.7749,-117.8344,42.51,61,75,9.22
494,Teknaf,BD,2021-11-28 01-10-48,20.8624,92.3058,68.79,65,21,5.86
495,Sarangani,PH,2021-11-28 01-09-15,5.4033,125.4636,83.28,74,100,16.53
496,Havelock,US,2021-11-28 01-10-49,34.8791,-76.9013,39.15,80,1,0.0
497,Arco,IT,2021-11-28 01-10-49,45.9177,10.8867,46.15,99,100,2.35
498,Coquimbo,CL,2021-11-28 01-08-12,-29.9533,-71.3436,58.73,88,0,4.61
499,Severo-Kurilsk,RU,2021-11-28 01-10-50,50.6789,156.125,29.26,65,80,29.59
500,Luneville,FR,2021-11-28 01-10-50,48.6,6.5,37.98,98,100,8.77
501,Maceio,BR,2021-11-28 01-10-50,-9.6658,-35.7353,81.84,78,40,6.91
502,Cabedelo,BR,2021-11-28 01-10-51,-6.9811,-34.8339,81.27,75,36,11.68
503,Hibbing,US,2021-11-28 01-10-51,47.4272,-92.9377,31.5,69,1,10.36
504,Fare,PF,2021-11-28 01-10-52,-16.7,-151.0167,81.25,72,8,16.15
505,Gogrial,SS,2021-11-28 01-10-52,8.5332,28.1004,76.55,31,11,3.49
506,Jiuquan,CN,2021-11-28 01-11-52,39.7432,98.5174,25.66,57,100,1.57
507,Ponta Delgada,PT,2021-11-28 01-11-53,37.7333,-25.6667,59.72,72,75,5.75
508,Buinsk,RU,2021-11-28 01-11-53,54.95,48.2833,29.53,92,100,18.28
509,Saint-Joseph,RE,2021-11-28 01-11-54,-21.3667,55.6167,75.58,86,83,2.64
510,Buraydah,SA,2021-11-28 01-11-54,26.326,43.975,57.54,47,0,7.05
511,Inirida,CO,2021-11-28 01-11-55,3.8653,-67.9239,74.79,93,64,2.89
512,Laguna,US,2021-11-28 01-09-16,38.421,-121.4238,63.1,59,1,3.44
513,Luena,AO,2021-11-28 01-11-55,-11.7833,19.9167,61.93,97,100,1.99
514,Ferrol,ES,2021-11-28 01-09-20,43.4832,-8.2369,48.72,56,73,16.71
515,Aguie,NE,2021-11-28 01-11-56,13.506,7.7786,72.63,15,100,9.35
516,Orange Cove,US,2021-11-28 01-11-56,36.6244,-119.3137,62.26,35,0,1.86
517,Boende,CD,2021-11-28 01-11-57,-0.2167,20.8667,72.05,87,100,1.32
518,Punto Fijo,VE,2021-11-28 01-11-57,11.6956,-70.1996,80.85,78,5,19.24
519,Chernyshevskiy,RU,2021-11-28 01-11-57,63.0128,112.4714,-5.12,98,99,7.27
520,Krasnokamensk,RU,2021-11-28 01-11-58,50.0979,118.0369,15.13,94,100,2.75
521,Kieta,PG,2021-11-28 01-11-58,-6.2167,155.6333,84.61,69,100,5.77
522,Sao Jose Da Coroa Grande,BR,2021-11-28 01-11-58,-8.8978,-35.1478,79.52,74,100,10.96
523,Mitsamiouli,KM,2021-11-28 01-11-59,-11.3847,43.2844,79.43,82,100,10.54
524,Goryachiy Klyuch,RU,2021-11-28 01-11-59,44.6308,39.13,47.82,58,100,15.66
525,Mehamn,NO,2021-11-28 01-11-59,71.0357,27.8492,15.17,87,53,12.28
526,Bahua,IN,2021-11-28 01-12-00,25.85,80.6333,59.99,54,1,4.81
527,Rocha,UY,2021-11-28 01-12-00,-34.4833,-54.3333,62.46,97,100,6.11
528,Ndago,TZ,2021-11-28 01-12-01,-4.6,34.35,67.28,59,42,9.19
529,Kavaratti,IN,2021-11-28 01-12-01,10.5669,72.642,82.65,73,100,11.52
530,Teguise,ES,2021-11-28 01-11-17,29.0605,-13.564,59.22,72,20,9.22
531,Kisangani,CD,2021-11-28 01-12-01,0.5167,25.2,69.57,99,100,2.3
532,Guarapari,BR,2021-11-28 01-12-02,-20.6667,-40.4975,75.09,78,23,6.64
533,Qujing,CN,2021-11-28 01-08-15,25.4833,103.7833,49.12,91,11,6.24
534,Ricse,HU,2021-11-28 01-12-02,48.3256,21.9707,38.88,97,100,5.57
535,Wangou,CN,2021-11-28 01-12-03,42.0623,126.9127,27.09,57,29,5.44
536,Bose,IT,2021-11-28 01-12-03,45.4612,8.0137,36.14,86,89,0.49
537,Opuwo,NA,2021-11-28 01-12-04,-18.0607,13.84,67.78,28,35,3.62
538,Brae,GB,2021-11-28 01-12-04,60.3964,-1.353,31.91,61,100,16.55
539,Rosita,NI,2021-11-28 01-12-04,13.9268,-84.4032,71.65,96,86,3.6
540,Hornepayne,CA,2021-11-28 01-11-57,49.2138,-84.7705,20.8,90,100,4.94
541,Tondon,GN,2021-11-28 01-12-05,10.3667,-13.35,74.26,96,89,1.28
542,Whitianga,NZ,2021-11-28 01-12-05,-36.8333,175.7,71.42,60,82,7.2
543,Nador,MA,2021-11-28 01-10-40,35.174,-2.9287,57.45,47,20,18.41
544,Malayal,PH,2021-11-28 01-12-06,7.208,121.942,80.22,82,100,1.95
545,Gazanjyk,TM,2021-11-28 01-12-06,39.2446,55.5154,45.99,59,0,6.89
546,San Cristobal,VE,2021-11-28 01-12-06,7.7669,-72.225,73.58,93,38,1.39
547,Yerbogachen,RU,2021-11-28 01-12-07,61.2767,108.0108,3.29,95,100,7.45
548,Iqaluit,CA,2021-11-28 01-12-07,63.7506,-68.5145,21.18,90,100,11.7
549,Calbuco,CL,2021-11-28 01-12-07,-41.768,-73.1273,49.21,73,2,9.95
550,Channel-Port Aux Basques,CA,2021-11-28 01-12-08,47.5702,-59.1367,45.21,79,37,25.28
551,Eureka,US,2021-11-28 01-12-08,40.8021,-124.1637,58.39,95,65,4.18
552,Chaupal,IN,2021-11-28 01-12-09,30.95,77.5833,34.97,69,0,3.56
553,Sakaiminato,JP,2021-11-28 01-13-09,35.55,133.2333,53.26,49,13,8.03
554,Tuatapere,NZ,2021-11-28 01-10-32,-46.1333,167.6833,62.38,44,0,5.77
555,Kampong Cham,KH,2021-11-28 01-13-09,11.9934,105.4635,71.85,86,100,9.15
556,Grootfontein,NA,2021-11-28 01-13-10,-19.5667,18.1167,60.37,88,90,1.14
557,Sisimiut,GL,2021-11-28 01-13-10,66.9395,-53.6735,26.46,94,100,10.13
558,Cilegon,ID,2021-11-28 01-13-10,-6.0174,106.0538,82.29,82,100,11.65
559,Playas,EC,2021-11-28 01-13-11,-2.6333,-80.3833,71.87,83,78,10.25
560,Lake City,US,2021-11-28 01-13-11,30.1897,-82.6393,44.35,81,1,0.0
561,Muroto,JP,2021-11-28 01-13-11,33.2833,134.15,52.75,49,0,8.1
562,Mujiayingzi,CN,2021-11-28 01-13-12,42.1167,118.7833,33.89,63,100,7.47
563,Hof,DE,2021-11-28 01-13-12,50.3167,11.9167,31.23,100,75,3.44
564,Cairns,AU,2021-11-28 01-13-13,-16.9167,145.7667,85.95,70,40,10.36
565,Marystown,CA,2021-11-28 01-13-14,47.1666,-55.1483,47.28,87,100,12.5
